Target_id	Tax_id	Gene_id	Gene_name	Gene_alias	Db_xrefs	Chromosome	Map_location	Description	Type_of_gene	TTD_target_id	TTD_target_type
HBTAR009834	9606	81627	TRMT1L	C1orf25; MST070; MSTP070; TRM1L; bG120K12.3	OMIM:611673; HGNC:HGNC:16782; Ensembl:ENSG00000121486	1	1q25.3	tRNA methyltransferase 1 like	protein-coding	NA	/
HBTAR009835	9606	81629	TSSK3	SPOGA3; STK22C; STK22D; TSK3	OMIM:607660; HGNC:HGNC:15473; Ensembl:ENSG00000162526	1	1p35.1	testis specific serine kinase 3	protein-coding	NA	/
HBTAR009836	9606	81631	MAP1LC3B	ATG8F; LC3B; MAP1A/1BLC3; MAP1LC3B-a	OMIM:609604; HGNC:HGNC:13352; Ensembl:ENSG00000140941	16	16q24.2	microtubule associated protein 1 light chain 3 beta	protein-coding	NA	/
HBTAR009837	9606	81671	VMP1	EPG3; TANGO5; TMEM49	OMIM:611753; HGNC:HGNC:29559; Ensembl:ENSG00000062716	17	17q23.1	vacuole membrane protein 1	protein-coding	NA	/
HBTAR009838	9606	81689	ISCA1	HBLD2; ISA1; MMDS5; hIscA	OMIM:611006; HGNC:HGNC:28660; Ensembl:ENSG00000135070	9	9q21.33	iron-sulfur cluster assembly 1	protein-coding	NA	/
HBTAR009839	9606	81691	REXO5	NEF-sp	HGNC:HGNC:24661; Ensembl:ENSG00000005189	16	16p12.3	RNA exonuclease 5	protein-coding	NA	/
HBTAR009840	9606	81704	DOCK8	HEL-205; MRD2; ZIR8	OMIM:611432; HGNC:HGNC:19191; Ensembl:ENSG00000107099	9	9p24.3	dedicator of cytokinesis 8	protein-coding	NA	/
HBTAR009841	9606	81706	PPP1R14C	CPI17-like; KEPI; NY-BR-81	OMIM:613242; HGNC:HGNC:14952; Ensembl:ENSG00000198729	6	6q25.1	protein phosphatase 1 regulatory inhibitor subunit 14C	protein-coding	NA	/
HBTAR009842	9606	81786	TRIM7	GNIP; RNF90	OMIM:609315; HGNC:HGNC:16278; Ensembl:ENSG00000146054	5	5q35.3	tripartite motif containing 7	protein-coding	NA	/
HBTAR009843	9606	81788	NUAK2	SNARK	OMIM:608131; HGNC:HGNC:29558; Ensembl:ENSG00000163545	1	1q32.1	NUAK family kinase 2	protein-coding	T55005	Research target
HBTAR009844	9606	81793	TLR10	CD290	OMIM:606270; HGNC:HGNC:15634; Ensembl:ENSG00000174123	4	4p14	toll like receptor 10	protein-coding	NA	/
HBTAR009845	9606	81796	SLCO5A1	OATP-J; OATP-RP4; OATP5A1; OATPJ; OATPRP4; SLC21A15	OMIM:613543; HGNC:HGNC:19046; Ensembl:ENSG00000137571	8	8q13.3	solute carrier organic anion transporter family member 5A1	protein-coding	NA	/
HBTAR009846	9606	81831	NETO2	BTCL2; NEOT2	OMIM:607974; HGNC:HGNC:14644; Ensembl:ENSG00000171208	16	16q12.1	neuropilin and tolloid like 2	protein-coding	NA	/
HBTAR009847	9606	81839	VANGL1	KITENIN; LPP2; STB2; STBM2	OMIM:610132; HGNC:HGNC:15512; Ensembl:ENSG00000173218	1	1p13.1	VANGL planar cell polarity protein 1	protein-coding	T38183	Research target
HBTAR009848	9606	81846	SBF2	CMT4B2; DENND7B; MTMR13	OMIM:607697; HGNC:HGNC:2135; Ensembl:ENSG00000133812	11	11p15.4	SET binding factor 2	protein-coding	NA	/
HBTAR009849	9606	81847	RNF146	-	OMIM:612137; HGNC:HGNC:21336; Ensembl:ENSG00000118518	6	6q22.33	ring finger protein 146	protein-coding	NA	/
HBTAR009850	9606	81848	SPRY4	HH17	OMIM:607984; HGNC:HGNC:15533; Ensembl:ENSG00000187678	5	5q31.3	sprouty RTK signaling antagonist 4	protein-coding	NA	/
HBTAR009851	9606	81849	ST6GALNAC5	SIAT7-E; SIAT7E; ST6GalNAcV	OMIM:610134; HGNC:HGNC:19342; Ensembl:ENSG00000117069	1	1p31.1	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"	protein-coding	NA	/
HBTAR009852	9606	81850	KRTAP1-3	KAP1.2; KAP1.3; KAP1.6; KAP1.8A; KAP1.8B; KAP1.9; KRTAP1.3	OMIM:608820; HGNC:HGNC:16771; Ensembl:ENSG00000221880	17	17q21.2	keratin associated protein 1-3	protein-coding	NA	/
HBTAR009853	9606	81856	ZNF611	-	HGNC:HGNC:28766; Ensembl:ENSG00000213020	19	19q13.41	zinc finger protein 611	protein-coding	NA	/
HBTAR009854	9606	81870	KRTAP9-9	KAP9.5; KAP9.9; KRTAP9-5; KRTAP9.9	HGNC:HGNC:16773; Ensembl:ENSG00000198083	17	17q21.2	keratin associated protein 9-9	protein-coding	NA	/
HBTAR009855	9606	81875	ISG20L2	HSD38	OMIM:611930; HGNC:HGNC:25745; Ensembl:ENSG00000143319	1	1q23.1	interferon stimulated exonuclease gene 20 like 2	protein-coding	NA	/
HBTAR009856	9606	81876	RAB1B	-	OMIM:612565; HGNC:HGNC:18370; Ensembl:ENSG00000174903	11	11q13.2	"RAB1B, member RAS oncogene family"	protein-coding	NA	/
HBTAR009857	9606	81888	HYI	HT036	HGNC:HGNC:26948; Ensembl:ENSG00000178922	1	1p34.2	hydroxypyruvate isomerase (putative)	protein-coding	NA	/
HBTAR009858	9606	81889	FAHD1	C16orf36; YISKL	OMIM:616320; HGNC:HGNC:14169; Ensembl:ENSG00000180185	16	16p13.3	fumarylacetoacetate hydrolase domain containing 1	protein-coding	NA	/
HBTAR009859	9606	81890	QTRT1	FP3235; TGT; TGUT	OMIM:609615; HGNC:HGNC:23797; Ensembl:ENSG00000213339	19	19p13.2	queuine tRNA-ribosyltransferase catalytic subunit 1	protein-coding	NA	/
HBTAR009860	9606	81892	SLIRP	C14orf156; DC50; PD04872	OMIM:610211; HGNC:HGNC:20495; Ensembl:ENSG00000119705	14	14q24.3	SRA stem-loop interacting RNA binding protein	protein-coding	NA	/
HBTAR009861	9606	81894	SLC25A28	MFRN2; MRS3/4; MRS4L; NPD016	OMIM:609767; HGNC:HGNC:23472; Ensembl:ENSG00000155287	10	10q24.2	solute carrier family 25 member 28	protein-coding	NA	/
HBTAR009862	9606	81926	ABHD17A	C19orf27; FAM108A1	OMIM:617942; HGNC:HGNC:28756; Ensembl:ENSG00000129968	19	19p13.3	"abhydrolase domain containing 17A, depalmitoylase"	protein-coding	NA	/
HBTAR009863	9606	81928	CABLES2	C20orf150; dJ908M14.2; ik3-2	OMIM:618772; HGNC:HGNC:16143; Ensembl:ENSG00000149679	20	20q13.33	Cdk5 and Abl enzyme substrate 2	protein-coding	NA	/
HBTAR009864	9606	81930	KIF18A	MS-KIF18A; PPP1R99	OMIM:611271; HGNC:HGNC:29441; Ensembl:ENSG00000121621	11	11p14.1	kinesin family member 18A	protein-coding	NA	/
HBTAR009865	9606	81931	ZNF93	HPF34; HTF34; TF34; ZNF505	OMIM:603975; HGNC:HGNC:13169; Ensembl:ENSG00000184635	19	19p12	zinc finger protein 93	protein-coding	NA	/
HBTAR009866	9606	81932	HDHD3	2810435D12Rik; C9orf158	HGNC:HGNC:28171; Ensembl:ENSG00000119431	9	9q32	haloacid dehalogenase like hydrolase domain containing 3	protein-coding	NA	/
HBTAR009867	9606	83259	PCDH11Y	PCDH-PC; PCDH22; PCDHX; PCDHY	OMIM:400022; HGNC:HGNC:15813; Ensembl:ENSG00000099715	Y	Yp11.2	protocadherin 11 Y-linked	protein-coding	NA	/
HBTAR009868	9606	83401	ELOVL3	CIG-30; CIG30	OMIM:611815; HGNC:HGNC:18047; Ensembl:ENSG00000119915	10	10q24.32	ELOVL fatty acid elongase 3	protein-coding	NA	/
HBTAR009869	9606	83416	FCRL5	BXMAS1; CD307; CD307e; FCRH5; IRTA2; PRO820	OMIM:605877; HGNC:HGNC:18508; Ensembl:ENSG00000143297	1	1q23.1	Fc receptor like 5	protein-coding	NA	/
HBTAR009870	9606	83439	TCF7L1	TCF-3; TCF3	OMIM:604652; HGNC:HGNC:11640; Ensembl:ENSG00000152284	2	2p11.2	transcription factor 7 like 1	protein-coding	NA	/
HBTAR009871	9606	83440	ADPGK	2610017G09Rik; ADP-GK	OMIM:611861; HGNC:HGNC:25250; Ensembl:ENSG00000159322	15	15q24.1	ADP dependent glucokinase	protein-coding	NA	/
HBTAR009872	9606	83442	SH3BGRL3	HEL-S-297; SH3BP-1; TIP-B1	OMIM:615679; HGNC:HGNC:15568; Ensembl:ENSG00000142669	1	1p36.11	SH3 domain binding glutamate rich protein like 3	protein-coding	NA	/
HBTAR009873	9606	83443	SF3B5	SF3b10; Ysf3	OMIM:617847; HGNC:HGNC:21083; Ensembl:ENSG00000169976	6	6q24.2	splicing factor 3b subunit 5	protein-coding	NA	/
HBTAR009874	9606	83444	INO80B	HMGA1L4; HMGIYL4; IES2; PAP-1BP; PAPA-1; PAPA1; ZNHIT4; hIes2	OMIM:616456; HGNC:HGNC:13324; Ensembl:ENSG00000115274	2	2p13.1	INO80 complex subunit B	protein-coding	NA	/
HBTAR009875	9606	83446	CCDC70	-	HGNC:HGNC:25303; Ensembl:ENSG00000123171	13	13q14.3	coiled-coil domain containing 70	protein-coding	NA	/
HBTAR009876	9606	83447	SLC25A31	AAC4; ANT 4; ANT4; SFEC35kDa	OMIM:610796; HGNC:HGNC:25319; Ensembl:ENSG00000151475	4	4q28.1	solute carrier family 25 member 31	protein-coding	NA	/
HBTAR009877	9606	83448	PUS7L	-	HGNC:HGNC:25276; Ensembl:ENSG00000129317	12	12q12	pseudouridine synthase 7 like	protein-coding	NA	/
HBTAR009878	9606	83450	DRC3	CFAP134; LRRC48	OMIM:618758; HGNC:HGNC:25384; Ensembl:ENSG00000171962	17	17p11.2|17p11.2	dynein regulatory complex subunit 3	protein-coding	NA	/
HBTAR009879	9606	83451	ABHD11	PP1226; WBSCR21	HGNC:HGNC:16407; Ensembl:ENSG00000106077	7	7q11.23	abhydrolase domain containing 11	protein-coding	NA	/
HBTAR009880	9606	83452	RAB33B	SMC2	OMIM:605950; HGNC:HGNC:16075; Ensembl:ENSG00000172007	4	4q31.1	"RAB33B, member RAS oncogene family"	protein-coding	NA	/
HBTAR009881	9606	83460	EMC6	RAB5IFL; TMEM93	HGNC:HGNC:28430; Ensembl:ENSG00000127774	17	17p13.2	ER membrane protein complex subunit 6	protein-coding	NA	/
HBTAR009882	9606	83461	CDCA3	GRCC8; TOME-1	OMIM:607749; HGNC:HGNC:14624; Ensembl:ENSG00000111665	12	12p13.31	cell division cycle associated 3	protein-coding	NA	/
HBTAR009883	9606	83463	MXD3	BHLHC13; MAD3; MYX	OMIM:609450; HGNC:HGNC:14008; Ensembl:ENSG00000213347	5	5q35.3	MAX dimerization protein 3	protein-coding	NA	/
HBTAR009884	9606	83464	APH1B	APH-1B; PRO1328; PSFL; TAAV688	OMIM:607630; HGNC:HGNC:24080; Ensembl:ENSG00000138613	15	15q22.2	"aph-1 homolog B, gamma-secretase subunit"	protein-coding	NA	/
HBTAR009885	9606	83475	DOHH	HLRC1; hDOHH	OMIM:611262; HGNC:HGNC:28662; Ensembl:ENSG00000129932	19	19p13.3	deoxyhypusine hydroxylase	protein-coding	NA	/
HBTAR009886	9606	83479	DDX59	OFD5; ZNHIT5	OMIM:615464; HGNC:HGNC:25360; Ensembl:ENSG00000118197	1	1q32.1	DEAD-box helicase 59	protein-coding	NA	/
HBTAR009887	9606	83480	PUS3	2610020J05Rik; FKSG32; MRT55	OMIM:616283; HGNC:HGNC:25461; Ensembl:ENSG00000110060	11	11q24.2	pseudouridine synthase 3	protein-coding	NA	/
HBTAR009888	9606	83483	PLVAP	DIAR10; FELS; PV-1; PV1; gp68	OMIM:607647; HGNC:HGNC:13635; Ensembl:ENSG00000130300	19	19p13.11	plasmalemma vesicle associated protein	protein-coding	NA	/
HBTAR009889	9606	83540	NUF2	CDCA1; CT106; NUF2R	OMIM:611772; HGNC:HGNC:14621; Ensembl:ENSG00000143228	1	1q23.3	NUF2 component of NDC80 kinetochore complex	protein-coding	T15126	Research target
HBTAR009890	9606	83544	DNAL1	C14orf168; CILD16; LC1	OMIM:610062; HGNC:HGNC:23247; Ensembl:ENSG00000119661	14	14q24.3	dynein axonemal light chain 1	protein-coding	NA	/
HBTAR009891	9606	83547	RILP	PP10141	OMIM:607848; HGNC:HGNC:30266; Ensembl:ENSG00000167705	17	17p13.3	Rab interacting lysosomal protein	protein-coding	NA	/
HBTAR009892	9606	83548	COG3	SEC34	OMIM:606975; HGNC:HGNC:18619; Ensembl:ENSG00000136152	13	13q14.13	component of oligomeric golgi complex 3	protein-coding	NA	/
HBTAR009893	9606	83550	GPR101	GPCR6; PAGH2; PITA2	OMIM:300393; HGNC:HGNC:14963; Ensembl:ENSG00000165370	X	Xq26.3	G protein-coupled receptor 101	protein-coding	T42884	Research target
HBTAR009894	9606	83551	TAAR8	GPR102; TA5; TAR5; TRAR5; TaR-5; TaR-8	OMIM:606927; HGNC:HGNC:14964; Ensembl:ENSG00000146385	6	6q23.2	trace amine associated receptor 8	protein-coding	NA	/
HBTAR009895	9606	83552	MFRP	CTRP5; MCOP5; NNO2; RD6	OMIM:606227; HGNC:HGNC:18121; Ensembl:ENSG00000235718	11	11q23.3	membrane frizzled-related protein	protein-coding	NA	/
HBTAR009896	9606	83591	THAP2	-	OMIM:612531; HGNC:HGNC:20854; Ensembl:ENSG00000173451	12	12q21.1	THAP domain containing 2	protein-coding	NA	/
HBTAR009897	9606	83592	AKR1E2	AKR1CL2; AKRDC1; LoopADR; TAKR; hTSP; htAKR	OMIM:617451; HGNC:HGNC:23437; Ensembl:ENSG00000165568	10	10p15.1	aldo-keto reductase family 1 member E2	protein-coding	NA	/
HBTAR009898	9606	83594	NUDT12	-	OMIM:609232; HGNC:HGNC:18826; Ensembl:ENSG00000112874	5	5q21.2	nudix hydrolase 12	protein-coding	NA	/
HBTAR009899	9606	83596	BCL2L12	-	OMIM:610837; HGNC:HGNC:13787; Ensembl:ENSG00000126453	19	19q13.33	BCL2 like 12	protein-coding	NA	/
HBTAR009900	9606	83604	TMEM47	BCMP1; TM4SF10; VAB-9	OMIM:300698; HGNC:HGNC:18515; Ensembl:ENSG00000147027	X	Xp21.1	transmembrane protein 47	protein-coding	NA	/
HBTAR009901	9606	83606	GUCD1	C22orf13; LLN4	HGNC:HGNC:14237; Ensembl:ENSG00000138867	22	22q11.23	guanylyl cyclase domain containing 1	protein-coding	NA	/
HBTAR009902	9606	83638	C11orf68	BLES03; P5326	HGNC:HGNC:28801; Ensembl:ENSG00000175573	11	11q13.1	chromosome 11 open reading frame 68	protein-coding	NA	/
HBTAR009903	9606	83641	FAM107B	C10orf45; HITS	HGNC:HGNC:23726; Ensembl:ENSG00000065809	10	10p13	family with sequence similarity 107 member B	protein-coding	NA	/
HBTAR009904	9606	83642	SELENOO	SELO	OMIM:607917; HGNC:HGNC:30395; Ensembl:ENSG00000073169	22	22q13.33	selenoprotein O	protein-coding	NA	/
HBTAR009905	9606	83658	DYNLRB1	BITH; BLP; DNCL2A; DNLC2A; ROBLD1	OMIM:607167; HGNC:HGNC:15468; Ensembl:ENSG00000125971	20	20q11.22	dynein light chain roadblock-type 1	protein-coding	NA	/
HBTAR009906	9606	83660	TLN2	ILWEQ	OMIM:607349; HGNC:HGNC:15447; Ensembl:ENSG00000171914	15	15q22.2	talin 2	protein-coding	NA	/
HBTAR009907	9606	83666	PARP9	ARTD9; BAL; BAL1; MGC:7868	OMIM:612065; HGNC:HGNC:24118; Ensembl:ENSG00000138496	3	3q21.1	poly(ADP-ribose) polymerase family member 9	protein-coding	NA	/
HBTAR009908	9606	83667	SESN2	HI95; SES2; SEST2	OMIM:607767; HGNC:HGNC:20746; Ensembl:ENSG00000130766	1	1p35.3	sestrin 2	protein-coding	NA	/
HBTAR009909	9606	83690	CRISPLD1	CRISP-10; CRISP10; LCRISP1	HGNC:HGNC:18206; Ensembl:ENSG00000121005	8	8q21.13	cysteine rich secretory protein LCCL domain containing 1	protein-coding	NA	/
HBTAR009910	9606	83692	CD99L2	CD99B; MIC2L1	OMIM:300846; HGNC:HGNC:18237; Ensembl:ENSG00000102181	X	Xq28	CD99 molecule like 2	protein-coding	NA	/
HBTAR009911	9606	83693	HSDL1	SDR12C3	HGNC:HGNC:16475; Ensembl:ENSG00000103160	16	16q24.1	hydroxysteroid dehydrogenase like 1	protein-coding	NA	/
HBTAR009912	9606	83695	RHNO1	C12orf32; HKMT1188; RHINO	OMIM:614085; HGNC:HGNC:28206; Ensembl:ENSG00000171792	12	12p13.33	RAD9-HUS1-RAD1 interacting nuclear orphan 1	protein-coding	NA	/
HBTAR009913	9606	83696	TRAPPC9	IBP; IKBKBBP; MRT13; NIBP; T1; TRS120	OMIM:611966; HGNC:HGNC:30832; Ensembl:ENSG00000167632	8	8q24.3	trafficking protein particle complex 9	protein-coding	NA	/
HBTAR009914	9606	83698	CALN1	CABP8	OMIM:607176; HGNC:HGNC:13248; Ensembl:ENSG00000183166	7	7q11.22	calneuron 1	protein-coding	NA	/
HBTAR009915	9606	83699	SH3BGRL2	-	OMIM:615678; HGNC:HGNC:15567; Ensembl:ENSG00000198478	6	6q14.1	SH3 domain binding glutamate rich protein like 2	protein-coding	NA	/
HBTAR009916	9606	83706	FERMT3	KIND3; MIG-2; MIG2B; UNC112C; URP2; URP2SF	OMIM:607901; HGNC:HGNC:23151; Ensembl:ENSG00000149781	11	11q13.1	fermitin family member 3	protein-coding	NA	/
HBTAR009917	9606	83715	ESPN	DFNB36; LP2654; USH1M	OMIM:606351; HGNC:HGNC:13281; Ensembl:ENSG00000187017	1	1p36.31	espin	protein-coding	NA	/
HBTAR009918	9606	83716	CRISPLD2	CRISP11; LCRISP2; LGL1	OMIM:612434; HGNC:HGNC:25248; Ensembl:ENSG00000103196	16	16q24.1	cysteine rich secretory protein LCCL domain containing 2	protein-coding	NA	/
HBTAR009919	9606	83719	YPEL3	-	OMIM:609724; HGNC:HGNC:18327; Ensembl:ENSG00000090238	16	16p11.2	yippee like 3	protein-coding	NA	/
HBTAR009920	9606	83729	INHBE	-	OMIM:612031; HGNC:HGNC:24029; Ensembl:ENSG00000139269	12	12q13.3	inhibin subunit beta E	protein-coding	NA	/
HBTAR009921	9606	83734	ATG10	APG10; APG10L; pp12616	OMIM:610800; HGNC:HGNC:20315; Ensembl:ENSG00000152348	5	5q14.1-q14.2	autophagy related 10	protein-coding	NA	/
HBTAR009922	9606	83737	ITCH	ADMFD; AIF4; AIP4; NAPP1	OMIM:606409; HGNC:HGNC:13890; Ensembl:ENSG00000078747	20	20q11.22	itchy E3 ubiquitin protein ligase	protein-coding	T81240	Research target
HBTAR009923	9606	83744	ZNF484	BA526D8.4	HGNC:HGNC:23385; Ensembl:ENSG00000127081	9	9q22.31	zinc finger protein 484	protein-coding	NA	/
HBTAR009924	9606	83756	TAS1R3	T1R3	OMIM:605865; HGNC:HGNC:15661; Ensembl:ENSG00000169962	1	1p36.33	taste 1 receptor member 3	protein-coding	NA	/
HBTAR009925	9606	83758	RBP5	CRBP-III; CRBP3; CRBPIII; HRBPiso	OMIM:611866; HGNC:HGNC:15847; Ensembl:ENSG00000139194	12	12p13.31	retinol binding protein 5	protein-coding	T38093	Research target
HBTAR009926	9606	83759	RBM4B	RBM30; RBM4L; ZCCHC15; ZCCHC21B; ZCRB3B	HGNC:HGNC:28842; Ensembl:ENSG00000173914	11	11q13.2	RNA binding motif protein 4B	protein-coding	NA	/
HBTAR009927	9606	83795	KCNK16	K2p16.1; TALK-1; TALK1	OMIM:607369; HGNC:HGNC:14464; Ensembl:ENSG00000095981	6	6p21.2	potassium two pore domain channel subfamily K member 16	protein-coding	NA	/
HBTAR009928	9606	83849	SYT15	CHR10SYT; sytXV	OMIM:608081; HGNC:HGNC:17167; Ensembl:ENSG00000204176	10	10q11.22	synaptotagmin 15	protein-coding	NA	/
HBTAR009929	9606	83851	SYT16	CHR14SYT; SYT14L; Strep14; syt14r	OMIM:610950; HGNC:HGNC:23142; Ensembl:ENSG00000139973	14	14q23.2	synaptotagmin 16	protein-coding	NA	/
HBTAR009930	9606	83852	SETDB2	C13orf4; CLLD8; CLLL8; KMT1F	OMIM:607865; HGNC:HGNC:20263; Ensembl:ENSG00000136169	13	13q14.2	SET domain bifurcated histone lysine methyltransferase 2	protein-coding	NA	/
HBTAR009931	9606	83853	ROPN1L	ASP; RSPH11	OMIM:611756; HGNC:HGNC:24060; Ensembl:ENSG00000145491	5	5p15.2	rhophilin associated tail protein 1 like	protein-coding	NA	/
HBTAR009932	9606	83854	ANGPTL6	AGF; ARP5	OMIM:609336; HGNC:HGNC:23140; Ensembl:ENSG00000130812	19	19p13.2	angiopoietin like 6	protein-coding	NA	/
HBTAR009933	9606	83855	KLF16	BTEB4; DRRF; NSLP2	OMIM:606139; HGNC:HGNC:16857; Ensembl:ENSG00000129911	19	19p13.3	Kruppel like factor 16	protein-coding	NA	/
HBTAR009934	9606	83857	TMTC1	ARG99; OLF; TMTC1A	OMIM:615855; HGNC:HGNC:24099; Ensembl:ENSG00000133687	12	12p11.22	transmembrane O-mannosyltransferase targeting cadherins 1	protein-coding	NA	/
HBTAR009935	9606	83858	ATAD3B	AAA-TOB3; TOB3	OMIM:612317; HGNC:HGNC:24007; Ensembl:ENSG00000160072	1	1p36.33	ATPase family AAA domain containing 3B	protein-coding	NA	/
HBTAR009936	9606	83860	TAF3	TAF140; TAFII-140; TAFII140	OMIM:606576; HGNC:HGNC:17303; Ensembl:ENSG00000165632	10	10p14	TATA-box binding protein associated factor 3	protein-coding	NA	/
HBTAR009937	9606	83872	HMCN1	ARMD1; FBLN6; FIBL-6; FIBL6	OMIM:608548; HGNC:HGNC:19194; Ensembl:ENSG00000143341	1	1q25.3-q31.1	hemicentin 1	protein-coding	NA	/
HBTAR009938	9606	83873	GPR61	BALGR; GPCR3	OMIM:606916; HGNC:HGNC:13300; Ensembl:ENSG00000156097	1	1p13.3	G protein-coupled receptor 61	protein-coding	NA	/
HBTAR009939	9606	83875	BCO2	B-DIOX-II; BCDO2	OMIM:611740; HGNC:HGNC:18503; Ensembl:ENSG00000197580	11	11q23.1	beta-carotene oxygenase 2	protein-coding	NA	/
HBTAR009940	9606	83876	MRO	B29; C18orf3	OMIM:608080; HGNC:HGNC:24121; Ensembl:ENSG00000134042	18	18q21.2	maestro	protein-coding	NA	/
HBTAR009941	9606	83879	CDCA7	ICF3; JPO1	OMIM:609937; HGNC:HGNC:14628; Ensembl:ENSG00000144354	2	2q31.1	cell division cycle associated 7	protein-coding	NA	/
HBTAR009942	9606	83881	MIXL1	MILD1; MIX; MIXL	OMIM:609852; HGNC:HGNC:13363; Ensembl:ENSG00000185155	1	1q42.12	Mix paired-like homeobox	protein-coding	NA	/
HBTAR009943	9606	83884	SLC25A2	ORC2; ORNT2	OMIM:608157; HGNC:HGNC:22921; Ensembl:ENSG00000120329	5	5q31.3	solute carrier family 25 member 2	protein-coding	NA	/
HBTAR009944	9606	83886	PRSS27	CAPH2; MPN	OMIM:608018; HGNC:HGNC:15475; Ensembl:ENSG00000172382	16	16p13.3	serine protease 27	protein-coding	NA	/
HBTAR009945	9606	83887	TTLL2	C6orf104; NYD-TSPG; dJ366N23.3	HGNC:HGNC:21211; Ensembl:ENSG00000120440	6	6q27	tubulin tyrosine ligase like 2	protein-coding	NA	/
HBTAR009946	9606	83891	SNX25	MSTP043; SBBI31	HGNC:HGNC:21883; Ensembl:ENSG00000109762	4	4q35.1	sorting nexin 25	protein-coding	NA	/
HBTAR009947	9606	83894	TTC29	NYD-SP14; SPGF42; TBPP2A	OMIM:618735; HGNC:HGNC:29936; Ensembl:ENSG00000137473	4	4q31.22	tetratricopeptide repeat domain 29	protein-coding	NA	/
HBTAR009948	9606	83896	KRTAP3-1	KAP3.1; KRTAP3.1	HGNC:HGNC:16778; Ensembl:ENSG00000212901	17	17q21.2	keratin associated protein 3-1	protein-coding	NA	/
HBTAR009949	9606	83903	HASPIN	GSG2	OMIM:609240; HGNC:HGNC:19682; Ensembl:ENSG00000177602	17	17p13.2	histone H3 associated protein kinase	protein-coding	NA	/
HBTAR009950	9606	83931	STK40	SHIK; SgK495	OMIM:609437; HGNC:HGNC:21373; Ensembl:ENSG00000196182	1	1p34.3	serine/threonine kinase 40	protein-coding	NA	/
HBTAR009951	9606	83932	SPRTN	C1orf124; DVC1; PRO4323; spartan	OMIM:616086; HGNC:HGNC:25356; Ensembl:ENSG00000010072	1	1q42.2	SprT-like N-terminal domain	protein-coding	NA	/
HBTAR009952	9606	83933	HDAC10	HD10	OMIM:608544; HGNC:HGNC:18128; Ensembl:ENSG00000100429	22	22q13.33	histone deacetylase 10	protein-coding	T94324	Patented target
HBTAR009953	9606	83938	LRMDA	C10orf11; CDA017	OMIM:614537; HGNC:HGNC:23405; Ensembl:ENSG00000148655	10	10q22.2-q22.3	leucine rich melanocyte differentiation associated	protein-coding	NA	/
HBTAR009954	9606	83939	EIF2A	CDA02; EIF-2A; MST089; MSTP004; MSTP089	OMIM:609234; HGNC:HGNC:3254; Ensembl:ENSG00000144895	3	3q25.1	eukaryotic translation initiation factor 2A	protein-coding	NA	/
HBTAR009955	9606	83940	TATDN1	CDA11	HGNC:HGNC:24220; Ensembl:ENSG00000147687	8	8q24.13	TatD DNase domain containing 1	protein-coding	NA	/
HBTAR009956	9606	83941	TM2D1	BBP	OMIM:610080; HGNC:HGNC:24142; Ensembl:ENSG00000162604	1	1p31.3	TM2 domain containing 1	protein-coding	NA	/
HBTAR009957	9606	83942	TSSK1B	FKSG81; SPOGA4; STK22D; TSK1; TSSK1	OMIM:610709; HGNC:HGNC:14968; Ensembl:ENSG00000212122	5	5q22.2	testis specific serine kinase 1B	protein-coding	NA	/
HBTAR009958	9606	83943	IMMP2L	IMMP2L-IT1; IMP2; IMP2-LIKE	OMIM:605977; HGNC:HGNC:14598; Ensembl:ENSG00000184903	7	7q31.1	inner mitochondrial membrane peptidase subunit 2	protein-coding	NA	/
HBTAR009959	9606	83953	FCAMR	CD351; FCA/MR; FKSG87	OMIM:605484; HGNC:HGNC:24692; Ensembl:ENSG00000162897	1	1q32.1	Fc fragment of IgA and IgM receptor	protein-coding	NA	/
HBTAR009960	9606	83959	SLC4A11	BTR1; CDPD1; CHED; CHED2; NABC1; dJ794I6.2	OMIM:610206; HGNC:HGNC:16438; Ensembl:ENSG00000088836	20	20p13	solute carrier family 4 member 11	protein-coding	NA	/
HBTAR009961	9606	83982	IFI27L2	FAM14A; ISG12B; TLH29	OMIM:611319; HGNC:HGNC:19753; Ensembl:ENSG00000119632	14	14q32.12	interferon alpha inducible protein 27 like 2	protein-coding	NA	/
HBTAR009962	9606	83985	SPNS1	HSpin1; LAT; PP2030; SLC62A1; SPIN1; SPINL; nrs	OMIM:612583; HGNC:HGNC:30621; Ensembl:ENSG00000169682	16	16p11.2	sphingolipid transporter 1 (putative)	protein-coding	NA	/
HBTAR009963	9606	83988	NCALD	-	OMIM:606722; HGNC:HGNC:7655; Ensembl:ENSG00000104490	8	8q22.3	neurocalcin delta	protein-coding	NA	/
HBTAR009964	9606	83989	FAM172A	C5orf21; Toupee	HGNC:HGNC:25365; Ensembl:ENSG00000113391	5	5q15	family with sequence similarity 172 member A	protein-coding	NA	/
HBTAR009965	9606	83990	BRIP1	BACH1; FANCJ; OF	OMIM:605882; HGNC:HGNC:20473; Ensembl:ENSG00000136492	17	17q23.2	BRCA1 interacting protein C-terminal helicase 1	protein-coding	T22335	Research target
HBTAR009966	9606	83992	CTTNBP2	C7orf8; CORTBP2; Orf4	OMIM:609772; HGNC:HGNC:15679; Ensembl:ENSG00000077063	7	7q31.31	cortactin binding protein 2	protein-coding	NA	/
