Gene.Symbol,Description,Category,Uniprot.ID,Gifts,GC.Id,Relevance.score,GeneCards.Link
BAGE,B Melanoma Antigen,Protein Coding,Q13072,21,GC21U900396,6.50565338134766,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAGE
THORLNC,Testis Associated Oncogenic LncRNA,RNA Gene,"",16,GC02M118133,6.50248336791992,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THORLNC
PTPN9,Protein Tyrosine Phosphatase Non-Receptor Type 9,Protein Coding,P43378,48,GC15M075463,6.50243854522705,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN9
TBX21,T-Box Transcription Factor 21,Protein Coding,Q9UL17,52,GC17P047733,6.49814891815186,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX21
DEFB4A,Defensin Beta 4A,Protein Coding,O15263,42,GC08P008249,6.4977879524231,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB4A
IKZF3,IKAROS Family Zinc Finger 3,Protein Coding,Q9UKT9,49,GC17M060752,6.49622631072998,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKZF3
SLC4A7,Solute Carrier Family 4 Member 7,Protein Coding,Q9Y6M7,49,GC03M027372,6.49190998077393,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A7
SEMA4D,Semaphorin 4D,Protein Coding,Q92854,54,GC09M089360,6.49066066741943,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA4D
KLF9,KLF Transcription Factor 9,Protein Coding,Q13886,42,GC09M070384,6.4904203414917,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF9
TUBB2A,Tubulin Beta 2A Class IIa,Protein Coding,Q13885,53,GC06M003153,6.48993873596191,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB2A
TRP-AGG2-5,TRNA-Pro (Anticodon AGG) 2-5,RNA Gene,"",13,GC14M025163,6.4863805770874,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-5
TRP-AGG2-6,TRNA-Pro (Anticodon AGG) 2-6,RNA Gene,"",12,GC14M025166,6.48524379730225,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-6
TRP-AGG2-1,TRNA-Pro (Anticodon AGG) 2-1,RNA Gene,"",10,GC01M167715,6.48524379730225,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-1
TRP-AGG2-2,TRNA-Pro (Anticodon AGG) 2-2,RNA Gene,"",9,GC06P111672,6.48524379730225,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-2
TRP-AGG2-3,TRNA-Pro (Anticodon AGG) 2-3,RNA Gene,"",9,GC07P133418,6.48524379730225,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-3
TRP-AGG2-4,TRNA-Pro (Anticodon AGG) 2-4,RNA Gene,"",9,GC11P079397,6.48524379730225,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-4
TRP-AGG2-7,TRNA-Pro (Anticodon AGG) 2-7,RNA Gene,"",8,GC16M010615,6.48524379730225,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-7
TRP-AGG2-8,TRNA-Pro (Anticodon AGG) 2-8,RNA Gene,"",8,GC16P045988,6.48524379730225,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-8
NR0B2,Nuclear Receptor Subfamily 0 Group B Member 2,Protein Coding,Q15466,48,GC01M029367,6.48339414596558,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR0B2
NPRL2,"NPR2 Like, GATOR1 Complex Subunit",Protein Coding,Q8WTW4,47,GC03M052512,6.4830174446106,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPRL2
LINC01512,Long Intergenic Non-Protein Coding RNA 1512,RNA Gene,"",15,GC06P104309,6.48046207427979,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01512
NAPSA,Napsin A Aspartic Peptidase,Protein Coding,O96009,46,GC19M079947,6.48007726669312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAPSA
SMARCD1,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily D, Member 1",Protein Coding,Q96GM5,49,GC12P050085,6.47934055328369,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCD1
NUDC,"Nuclear Distribution C, Dynein Complex Regulator",Protein Coding,Q9Y266,49,GC01P029484,6.47540616989136,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDC
RANBP9,RAN Binding Protein 9,Protein Coding,Q96S59,49,GC06M013621,6.4751558303833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP9
RUVBL1,RuvB Like AAA ATPase 1,Protein Coding,Q9Y265,52,GC03M128064,6.47469425201416,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL1
TNFRSF13C,TNF Receptor Superfamily Member 13C,Protein Coding,Q96RJ3,52,GC22M068206,6.46656656265259,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF13C
BCL7B,BAF Chromatin Remodeling Complex Subunit BCL7B,Protein Coding,Q9BQE9,42,GC07M073536,6.46456527709961,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL7B
SELL,Selectin L,Protein Coding,P14151,49,GC01M169690,6.46388673782349,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELL
CMIP,C-Maf Inducing Protein,Protein Coding,Q8IY22,41,GC16P081445,6.46285676956177,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMIP
PYCARD,PYD And CARD Domain Containing,Protein Coding,Q9ULZ3,49,GC16M031201,6.46237277984619,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCARD
ATP1A1,ATPase Na+/K+ Transporting Subunit Alpha 1,Protein Coding,P05023,57,GC01P116372,6.45294523239136,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A1
RPL31,Ribosomal Protein L31,Protein Coding,P62899,48,GC02P101003,6.45146322250366,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL31
IKZF1,IKAROS Family Zinc Finger 1,Protein Coding,Q13422,56,GC07P050303,6.451416015625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKZF1
TUSC3,Tumor Suppressor Candidate 3,Protein Coding,Q13454,49,GC08P015417,6.44829320907593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUSC3
FOXQ1,Forkhead Box Q1,Protein Coding,Q9C009,41,GC06P001312,6.44794845581055,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXQ1
SMURF1,SMAD Specific E3 Ubiquitin Protein Ligase 1,Protein Coding,Q9HCE7,51,GC07M099027,6.44504547119141,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF1
MIR3196,MicroRNA 3196,RNA Gene,"",13,GC20P063806,6.44448137283325,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3196
HBB,Hemoglobin Subunit Beta,Protein Coding,P68871,52,GC11M008309,6.43831968307495,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBB
NALT1,NOTCH1 Associated LncRNA In T Cell Acute Lymphoblastic Leukemia 1,RNA Gene,"",18,GC09P136547,6.43438482284546,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NALT1
NEDD4L,NEDD4 Like E3 Ubiquitin Protein Ligase,Protein Coding,Q96PU5,52,GC18P058044,6.4328670501709,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4L
CCN6,Cellular Communication Network Factor 6,Protein Coding,O95389,48,GC06P112053,6.42538166046143,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN6
RAG2,Recombination Activating 2,Protein Coding,P55895,47,GC11M036575,6.42406988143921,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAG2
ATP2A3,ATPase Sarcoplasmic/Endoplasmic Reticulum Ca2+ Transporting 3,Protein Coding,Q93084,52,GC17M003923,6.41538619995117,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2A3
TYK2,Tyrosine Kinase 2,Protein Coding,P29597,60,GC19M010350,6.41484928131104,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYK2
CLDN6,Claudin 6,Protein Coding,P56747,46,GC16M003014,6.41301393508911,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN6
SLC22A5,Solute Carrier Family 22 Member 5,Protein Coding,O76082,53,GC05P132369,6.41296195983887,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A5
TLCD3A,TLC Domain Containing 3A,Protein Coding,Q8TBR7,38,GC17P002233,6.41177797317505,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLCD3A
SPIN1,Spindlin 1,Protein Coding,Q9Y657,44,GC09P088388,6.41134452819824,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPIN1
CDC37,"Cell Division Cycle 37, HSP90 Cochaperone",Protein Coding,Q16543,50,GC19M010391,6.40864562988281,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC37
HOXC-AS3,HOXC Cluster Antisense RNA 3,RNA Gene,"",18,GC12M053981,6.4081449508667,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXC-AS3
KDM5C,Lysine Demethylase 5C,Protein Coding,P41229,53,GC0XM053176,6.40776920318604,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM5C
TMC6,Transmembrane Channel Like 6,Protein Coding,Q7Z403,50,GC17M078110,6.40626621246338,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMC6
TJP2,Tight Junction Protein 2,Protein Coding,Q9UDY2,52,GC09P069121,6.40289115905762,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TJP2
DOCK8,Dedicator Of Cytokinesis 8,Protein Coding,Q8NF50,52,GC09P000215,6.40029954910278,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK8
GPNMB,Glycoprotein Nmb,Protein Coding,Q14956,52,GC07P023352,6.3984899520874,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPNMB
SAMHD1,SAM And HD Domain Containing Deoxynucleoside Triphosphate Triphosphohydrolase 1,Protein Coding,Q9Y3Z3,50,GC20M036890,6.39328193664551,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMHD1
ATF2,Activating Transcription Factor 2,Protein Coding,P15336,54,GC02M175072,6.39048767089844,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF2
BMS1P20,BMS1 Pseudogene 20,Pseudogene,"",18,GC22P022298,6.38872480392456,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMS1P20
GFAP,Glial Fibrillary Acidic Protein,Protein Coding,P14136,55,GC17M061018,6.38803100585938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFAP
HLA-E,"Major Histocompatibility Complex, Class I, E",Protein Coding,P13747,48,GC06P104071,6.38250541687012,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-E
DEPDC1,DEP Domain Containing 1,Protein Coding,Q5TB30,42,GC01M068474,6.36022329330444,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEPDC1
CCBE1,Collagen And Calcium Binding EGF Domains 1,Protein Coding,Q6UXH8,47,GC18M059430,6.35680294036865,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCBE1
GIPC1,GIPC PDZ Domain Containing Family Member 1,Protein Coding,O14908,50,GC19M015557,6.35679912567139,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIPC1
STAG3L2,Stromal Antigen 3-Like 2 (Pseudogene),Pseudogene,P0CL84,25,GC07M074881,6.35369157791138,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3L2
ABALON,Apoptotic BCL2L1-Antisense Long Non-Coding RNA,RNA Gene,"",16,GC20P031721,6.34934520721436,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABALON
VSIG1,V-Set And Immunoglobulin Domain Containing 1,Protein Coding,Q86XK7,42,GC0XP108044,6.34590482711792,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VSIG1
ARID4A,AT-Rich Interaction Domain 4A,Protein Coding,P29374,45,GC14P058298,6.34312725067139,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID4A
OGFR,Opioid Growth Factor Receptor,Protein Coding,Q9NZT2,44,GC20P062804,6.34045219421387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGFR
OVCA2,OVCA2 Serine Hydrolase Domain Containing,Protein Coding,Q8WZ82,38,GC17P002425,6.33658456802368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OVCA2
TBK1,TANK Binding Kinase 1,Protein Coding,Q9UHD2,56,GC12P064451,6.33426284790039,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBK1
EHMT1,Euchromatic Histone Lysine Methyltransferase 1,Protein Coding,Q9H9B1,53,GC09P137618,6.33223867416382,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHMT1
ADIPOR2,Adiponectin Receptor 2,Protein Coding,Q86V24,48,GC12P001670,6.33186149597168,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOR2
SDC4,Syndecan 4,Protein Coding,P31431,51,GC20M045325,6.33169174194336,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC4
RPL35A,Ribosomal Protein L35a,Protein Coding,P18077,49,GC03P197949,6.33020448684692,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL35A
FCGR2A,Fc Gamma Receptor IIa,Protein Coding,P12318,54,GC01P161505,6.33013200759888,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR2A
SART1,"Spliceosome Associated Factor 1, Recruiter Of U4/U6.U5 Tri-SnRNP",Protein Coding,O43290,46,GC11P072943,6.32992172241211,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SART1
SLC25A16,Solute Carrier Family 25 Member 16,Protein Coding,P16260,45,GC10M068477,6.3242244720459,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A16
ACKR3,Atypical Chemokine Receptor 3,Protein Coding,P25106,49,GC02P236537,6.32405281066895,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACKR3
SLC1A5,Solute Carrier Family 1 Member 5,Protein Coding,Q15758,51,GC19M079784,6.32282876968384,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A5
RAD23B,"RAD23 Homolog B, Nucleotide Excision Repair Protein",Protein Coding,P54727,51,GC09P107283,6.32101917266846,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD23B
SLC3A2,Solute Carrier Family 3 Member 2,Protein Coding,P08195,49,GC11P062856,6.32016563415527,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC3A2
CPSF6,Cleavage And Polyadenylation Specific Factor 6,Protein Coding,Q16630,45,GC12P069239,6.31743860244751,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF6
NMBR,Neuromedin B Receptor,Protein Coding,P28336,49,GC06M142059,6.31403779983521,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMBR
PFKFB4,"6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 4",Protein Coding,Q16877,49,GC03M048517,6.31068086624146,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB4
ENSG00000271204,Novel Transcript,RNA Gene,"",11,GC07M130930,6.3026647567749,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000271204
HNRNPL,Heterogeneous Nuclear Ribonucleoprotein L,Protein Coding,P14866,47,GC19M038836,6.30115699768066,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPL
ING4,Inhibitor Of Growth Family Member 4,Protein Coding,Q9UNL4,44,GC12M006650,6.30082893371582,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING4
EGLN2,Egl-9 Family Hypoxia Inducible Factor 2,Protein Coding,Q96KS0,52,GC19P083310,6.29935073852539,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGLN2
TRPV1,Transient Receptor Potential Cation Channel Subfamily V Member 1,Protein Coding,Q8NER1,54,GC17M003565,6.29788732528687,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV1
RICTOR,RPTOR Independent Companion Of MTOR Complex 2,Protein Coding,Q6R327,50,GC05M038937,6.29721164703369,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RICTOR
LINC01315,Long Intergenic Non-Protein Coding RNA 1315,RNA Gene,"",18,GC22M068212,6.29709339141846,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01315
ELAPOR1,Endosome-Lysosome Associated Apoptosis And Autophagy Regulator 1,Protein Coding,Q6UXG2,43,GC01P109225,6.29588413238525,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAPOR1
WNT4,Wnt Family Member 4,Protein Coding,P56705,54,GC01M022190,6.29389715194702,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT4
VAV1,Vav Guanine Nucleotide Exchange Factor 1,Protein Coding,P15498,52,GC19P006772,6.28875255584717,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAV1
HTR2A,5-Hydroxytryptamine Receptor 2A,Protein Coding,P28223,54,GC13M046831,6.28547143936157,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR2A
TIE1,Tyrosine Kinase With Immunoglobulin Like And EGF Like Domains 1,Protein Coding,P35590,52,GC01P043300,6.28520774841309,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIE1
SLC6A4,Solute Carrier Family 6 Member 4,Protein Coding,P31645,54,GC17M030194,6.28268623352051,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A4
CGB3,Chorionic Gonadotropin Subunit Beta 3,Protein Coding,P0DN86,41,GC19M079859,6.28022813796997,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB3
MIR769,MicroRNA 769,RNA Gene,"",18,GC19P046018,6.28018236160278,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR769
BCL3,BCL3 Transcription Coactivator,Protein Coding,P20749,48,GC19P044747,6.27488660812378,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL3
CUL2,Cullin 2,Protein Coding,Q13617,50,GC10M035046,6.27438592910767,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL2
ST8SIA1,"ST8 Alpha-N-Acetyl-Neuraminide Alpha-2,8-Sialyltransferase 1",Protein Coding,Q92185,48,GC12M022063,6.27130031585693,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST8SIA1
NEDD4,NEDD4 E3 Ubiquitin Protein Ligase,Protein Coding,P46934,54,GC15M055826,6.27097845077515,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4
CTRC,Chymotrypsin C,Protein Coding,Q99895,52,GC01P015438,6.26920509338379,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTRC
BRD7,Bromodomain Containing 7,Protein Coding,Q9NPI1,49,GC16M050313,6.26837348937988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD7
TBL2,Transducin Beta Like 2,Protein Coding,Q9Y4P3,46,GC07M074105,6.26804113388062,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL2
TSPAN8,Tetraspanin 8,Protein Coding,P19075,46,GC12M071125,6.26352024078369,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN8
DOT1L,DOT1 Like Histone Lysine Methyltransferase,Protein Coding,Q8TEK3,51,GC19P005684,6.26267051696777,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOT1L
RPL18,Ribosomal Protein L18,Protein Coding,Q07020,51,GC19M048615,6.26173973083496,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL18
DLL4,Delta Like Canonical Notch Ligand 4,Protein Coding,Q9NR61,54,GC15P040929,6.25622463226318,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL4
DDX11-AS1,DDX11 Antisense RNA 1,RNA Gene,"",17,GC12M031020,6.25444841384888,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX11-AS1
DEFB1,Defensin Beta 1,Protein Coding,P60022,45,GC08M006870,6.25377416610718,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB1
ZNF180,Zinc Finger Protein 180,Protein Coding,Q9UJW8,42,GC19M079692,6.25370502471924,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF180
TCOF1,Treacle Ribosome Biogenesis Factor 1,Protein Coding,Q13428,49,GC05P150358,6.2534122467041,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCOF1
IGKC,Immunoglobulin Kappa Constant,Protein Coding,P01834,38,GC02M091385,6.25143337249756,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGKC
CA12,Carbonic Anhydrase 12,Protein Coding,O43570,54,GC15M063321,6.25046968460083,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA12
PES1,Pescadillo Ribosomal Biogenesis Factor 1,Protein Coding,O00541,45,GC22M030576,6.24887180328369,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PES1
NLK,Nemo Like Kinase,Protein Coding,Q9UBE8,50,GC17P076287,6.24820280075073,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLK
ADAM19,ADAM Metallopeptidase Domain 19,Protein Coding,Q9H013,49,GC05M157395,6.24195909500122,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM19
TRERF1,Transcriptional Regulating Factor 1,Protein Coding,Q96PN7,43,GC06M042224,6.24043607711792,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRERF1
GATD3,Glutamine Amidotransferase Class 1 Domain Containing 3,Protein Coding,P0DPI2,40,GC21P044140,6.23579931259155,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATD3
RNF14,Ring Finger Protein 14,Protein Coding,Q9UBS8,48,GC05P148060,6.23463582992554,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF14
NOD1,Nucleotide Binding Oligomerization Domain Containing 1,Protein Coding,Q9Y239,49,GC07M030424,6.23207473754883,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD1
NBR1,NBR1 Autophagy Cargo Receptor,Protein Coding,Q14596,45,GC17P043170,6.23154306411743,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBR1
EPRS1,Glutamyl-Prolyl-TRNA Synthetase 1,Protein Coding,P07814,50,GC01M219969,6.23139619827271,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPRS1
TPD52L2,TPD52 Like 2,Protein Coding,O43399,45,GC20P063865,6.23054122924805,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPD52L2
MAGEA2,MAGE Family Member A2,Protein Coding,P43356,34,GC0XM152749,6.22988748550415,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEA2
RPS17,Ribosomal Protein S17,Protein Coding,P08708,50,GC15M082536,6.2293553352356,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS17
VOPP1,VOPP1 WW Domain Binding Protein,Protein Coding,Q96AW1,40,GC07M055434,6.22817897796631,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VOPP1
ATG16L1,Autophagy Related 16 Like 1,Protein Coding,Q676U5,49,GC02P233267,6.22772741317749,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG16L1
ID3,Inhibitor Of DNA Binding 3,Protein Coding,Q02535,46,GC01M023557,6.22699069976807,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ID3
LUC7L2,"LUC7 Like 2, Pre-MRNA Splicing Factor",Protein Coding,Q9Y383,43,GC07P139344,6.22609806060791,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L2
BCL2L2,BCL2 Like 2,Protein Coding,Q92843,49,GC14P038703,6.22349977493286,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L2
ZFPM2-AS1,ZFPM2 Antisense RNA 1,RNA Gene,"",19,GC08M105546,6.22050476074219,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFPM2-AS1
PLXNA1,Plexin A1,Protein Coding,Q9UIW2,52,GC03P126988,6.22047901153564,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXNA1
CHD4,Chromodomain Helicase DNA Binding Protein 4,Protein Coding,Q14839,52,GC12M006570,6.21707248687744,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD4
BCL2L12,BCL2 Like 12,Protein Coding,Q9HB09,45,GC19P049665,6.21640491485596,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L12
NDRG2,NDRG Family Member 2,Protein Coding,Q9UN36,45,GC14M021016,6.21621131896973,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG2
FARP1,"FERM, ARH/RhoGEF And Pleckstrin Domain Protein 1",Protein Coding,Q9Y4F1,45,GC13P098142,6.21299695968628,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FARP1
CYP2A13,Cytochrome P450 Family 2 Subfamily A Member 13,Protein Coding,Q16696,46,GC19P041088,6.20961761474609,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2A13
SATB1,SATB Homeobox 1,Protein Coding,Q01826,51,GC03M023463,6.2036828994751,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SATB1
MLNR,Motilin Receptor,Protein Coding,O43193,48,GC13P049220,6.19795703887939,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLNR
MIR504,MicroRNA 504,RNA Gene,"",18,GC0XM138667,6.1926589012146,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR504
FOXO4,Forkhead Box O4,Protein Coding,P98177,48,GC0XP071095,6.18803930282593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO4
RCC2,Regulator Of Chromosome Condensation 2,Protein Coding,Q9P258,45,GC01M017406,6.18669128417969,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCC2
PSMA7,Proteasome 20S Subunit Alpha 7,Protein Coding,O14818,51,GC20M062136,6.1861572265625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA7
MIR616,MicroRNA 616,RNA Gene,"",21,GC12M057519,6.18535947799683,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR616
DMTN,Dematin Actin Binding Protein,Protein Coding,Q08495,44,GC08P022048,6.18456792831421,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMTN
SSTR3,Somatostatin Receptor 3,Protein Coding,P32745,52,GC22M037204,6.18145942687988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSTR3
THBD,Thrombomodulin,Protein Coding,P07204,53,GC20M023026,6.17857646942139,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBD
MCM3AP-AS1,MCM3AP Antisense RNA 1,RNA Gene,"",23,GC21P046445,6.1783447265625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM3AP-AS1
EEF2,Eukaryotic Translation Elongation Factor 2,Protein Coding,P13639,55,GC19M003976,6.17572689056396,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2
AKIP1,A-Kinase Interacting Protein 1,Protein Coding,Q9NQ31,40,GC11P008911,6.17392587661743,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKIP1
HSPA14,Heat Shock Protein Family A (Hsp70) Member 14,Protein Coding,Q0VDF9,46,GC10P014860,6.1727466583252,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA14
ADGRB1,Adhesion G Protein-Coupled Receptor B1,Protein Coding,O14514,44,GC08P142449,6.17223358154297,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRB1
TUSC1,Tumor Suppressor Candidate 1,Protein Coding,Q2TAM9,36,GC09M025668,6.17020511627197,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUSC1
BRD3,Bromodomain Containing 3,Protein Coding,Q15059,48,GC09M134030,6.16882991790771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD3
