Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"LINC01235","Long Intergenic Non-Protein Coding RNA 1235","RNA Gene","","18","GC09M013407","1.17328119277954","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01235"
"POU4F3","POU Class 4 Homeobox 3","Protein Coding","Q15319","45","GC05P148096","1.17325305938721","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU4F3"
"MGC12916","Uncharacterized Protein MGC12916","RNA Gene","","14","GC17P014303","1.17294573783875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC12916"
"JOSD1","Josephin Domain Containing 1","Protein Coding","Q15040","43","GC22M038685","1.17257630825043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JOSD1"
"HOXB-AS4","HOXB Cluster Antisense RNA 4","RNA Gene","","17","GC17P078506","1.17208194732666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXB-AS4"
"MIGA2","Mitoguardin 2","Protein Coding","Q7L4E1","39","GC09P130114","1.17193531990051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIGA2"
"BHLHE40-AS1","BHLHE40 Antisense RNA 1","RNA Gene","","17","GC03M004900","1.17193531990051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE40-AS1"
"HOXD8","Homeobox D8","Protein Coding","P13378","45","GC02P176129","1.17104232311249","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXD8"
"ZNF28","Zinc Finger Protein 28","Protein Coding","P17035","39","GC19M052797","1.17071139812469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF28"
"MPP7","MAGUK P55 Scaffold Protein 7","Protein Coding","Q5T2T1","43","GC10M028120","1.17048346996307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPP7"
"SNORD63","Small Nucleolar RNA, C/D Box 63","RNA Gene","","21","GC05M138561","1.16980004310608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD63"
"MIR3173","MicroRNA 3173","RNA Gene","","17","GC14M095137","1.16967368125916","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3173"
"LELP1","Late Cornified Envelope Like Proline Rich 1","Protein Coding","Q5T871","36","GC01P153203","1.16875326633453","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LELP1"
"LINC02864","Long Intergenic Non-Protein Coding RNA 2864","RNA Gene","","15","GC18M073103","1.16863989830017","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02864"
"OSR2","Odd-Skipped Related Transciption Factor 2","Protein Coding","Q8N2R0","42","GC08P098944","1.16852450370789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSR2"
"PAXIP1-AS2","PAXIP1 Antisense RNA 2","RNA Gene","","16","GC07P154928","1.16852450370789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAXIP1-AS2"
"ROBO3","Roundabout Guidance Receptor 3","Protein Coding","Q96MS0","50","GC11P124865","1.16848683357239","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROBO3"
"CEP68","Centrosomal Protein 68","Protein Coding","Q76N32","43","GC02P065056","1.16795659065247","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP68"
"FAM136A","Family With Sequence Similarity 136 Member A","Protein Coding","Q96C01","43","GC02M070296","1.16676330566406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM136A"
"FAM66A","Family With Sequence Similarity 66 Member A","RNA Gene","","18","GC08P012362","1.16676330566406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM66A"
"MGAT2","Alpha-1,6-Mannosyl-Glycoprotein 2-Beta-N-Acetylglucosaminyltransferase","Protein Coding","Q10469","51","GC14P049620","1.16652524471283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT2"
"SPDYE14","Speedy/RINGO Cell Cycle Regulator Family Member E14","Protein Coding","P0DUD3","12","GC07P075237","1.16620314121246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE14"
"AMY2A","Amylase Alpha 2A","Protein Coding","P04746","45","GC01P103616","1.16599583625793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMY2A"
"TTC9C","Tetratricopeptide Repeat Domain 9C","Protein Coding","Q8N5M4","39","GC11P062728","1.1652637720108","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC9C"
"KIFC2","Kinesin Family Member C2","Protein Coding","Q96AC6","41","GC08P144466","1.16406393051147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIFC2"
"DMXL1","Dmx Like 1","Protein Coding","Q9Y485","40","GC05P119037","1.16406393051147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMXL1"
"C2CD4A","C2 Calcium Dependent Domain Containing 4A","Protein Coding","Q8NCU7","37","GC15P062066","1.16406393051147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD4A"
"C2CD4B","C2 Calcium Dependent Domain Containing 4B","Protein Coding","A6NLJ0","37","GC15M133130","1.16406393051147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD4B"
"ZNF580","Zinc Finger Protein 580","Protein Coding","Q9UK33","37","GC19P083943","1.16406393051147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF580"
"GRIK5","Glutamate Ionotropic Receptor Kainate Type Subunit 5","Protein Coding","Q16478","52","GC19M041998","1.16380894184113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK5"
"GPR17","G Protein-Coupled Receptor 17","Protein Coding","Q13304","48","GC02P127645","1.16367197036743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR17"
"SNRNP35","Small Nuclear Ribonucleoprotein U11/U12 Subunit 35","Protein Coding","Q16560","39","GC12P128278","1.16367197036743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP35"
"NPIPA1","Nuclear Pore Complex Interacting Protein Family Member A1","Protein Coding","Q9UND3","34","GC16P014922","1.16367197036743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPIPA1"
"EXTL1","Exostosin Like Glycosyltransferase 1","Protein Coding","Q92935","46","GC01P026365","1.16366565227509","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXTL1"
"UBXN8","UBX Domain Protein 8","Protein Coding","O00124","38","GC08P030723","1.16366565227509","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBXN8"
"PTGES2-AS1","PTGES2 Antisense RNA 1 (Head To Head)","RNA Gene","","20","GC09P130056","1.16366565227509","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGES2-AS1"
"MIR4641","MicroRNA 4641","RNA Gene","","13","GC06P041598","1.16366565227509","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4641"
"GPR119","G Protein-Coupled Receptor 119","Protein Coding","Q8TDV5","45","GC0XM130384","1.16232979297638","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR119"
"KIR2DL4","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Long Cytoplasmic Tail 4","Protein Coding","Q99706","45","GC19P083916","1.16231167316437","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DL4"
"ANXA2R-AS1","ANXA2R Antisense RNA 1","RNA Gene","","17","GC05P045057","1.16186952590942","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2R-AS1"
"CBSLR","CBS MRNA Stabilizing LncRNA","RNA Gene","","6","GC01P185319","1.16186952590942","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBSLR"
"C16orf46-DT","C16orf46 Divergent Transcript","Protein Coding","","2","GC16U905835","1.16186952590942","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C16orf46-DT"
"C19orf53","Chromosome 19 Open Reading Frame 53","Protein Coding","Q9UNZ5","36","GC19P013774","1.16077327728271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C19orf53"
"TRPM6","Transient Receptor Potential Cation Channel Subfamily M Member 6","Protein Coding","Q9BX84","52","GC09M074725","1.15987777709961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM6"
"TMEM98","Transmembrane Protein 98","Protein Coding","Q9Y2Y6","45","GC17P032927","1.1595470905304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM98"
"ZNF319","Zinc Finger Protein 319","Protein Coding","Q9P2F9","38","GC16M057994","1.15927338600159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF319"
"CORT","Cortistatin","Protein Coding","O00230","41","GC01P010596","1.15821397304535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CORT"
"GSKIP","GSK3B Interacting Protein","Protein Coding","Q9P0R6","40","GC14P096363","1.158198595047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSKIP"
"PAQR5","Progestin And AdipoQ Receptor Family Member 5","Protein Coding","Q9NXK6","41","GC15P069298","1.15780198574066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAQR5"
"MSC","Musculin","Protein Coding","O60682","45","GC08M071836","1.15727376937866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSC"
"THOC7","THO Complex Subunit 7","Protein Coding","Q6I9Y2","41","GC03M063833","1.15689873695374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC7"
"GALP","Galanin Like Peptide","Protein Coding","Q9UBC7","40","GC19P056176","1.15476322174072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALP"
"BANF1P1","BANF1 Pseudogene 1","Pseudogene","","11","GC14P068936","1.15476322174072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANF1P1"
"TOLLIP-DT","TOLLIP Divergent Transcript","RNA Gene","","14","GC11P001309","1.15458416938782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOLLIP-DT"
"GPR37","G Protein-Coupled Receptor 37","Protein Coding","O15354","50","GC07M124745","1.15431666374207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR37"
"ZNF513","Zinc Finger Protein 513","Protein Coding","Q8N8E2","44","GC02M027377","1.15392231941223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF513"
"SNORD52","Small Nucleolar RNA, C/D Box 52","RNA Gene","","19","GC06P104120","1.15339279174805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD52"
"ZNF84","Zinc Finger Protein 84","Protein Coding","P51523","35","GC12P133037","1.15281462669373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF84"
"NPHS1","NPHS1 Adhesion Molecule, Nephrin","Protein Coding","O60500","54","GC19M035825","1.15265047550201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPHS1"
"LRRC49","Leucine Rich Repeat Containing 49","Protein Coding","Q8IUZ0","39","GC15P070853","1.15236282348633","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC49"
"piR-49145","","RNA Gene","","2","GC21P016593","1.15233469009399","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-49145"
"MIR4467","MicroRNA 4467","RNA Gene","","14","GC07P102471","1.15228271484375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4467"
"ALPK3","Alpha Kinase 3","Protein Coding","Q96L96","42","GC15P133117","1.1515599489212","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPK3"
"FAM32A","Family With Sequence Similarity 32 Member A","Protein Coding","Q9Y421","40","GC19P082802","1.1515599489212","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM32A"
"RAB8B","RAB8B, Member RAS Oncogene Family","Protein Coding","Q92930","47","GC15P137040","1.15137457847595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB8B"
"MRRF","Mitochondrial Ribosome Recycling Factor","Protein Coding","Q96E11","44","GC09P122264","1.15137457847595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRRF"
"SLC38A6","Solute Carrier Family 38 Member 6","Protein Coding","Q8IZM9","40","GC14P060982","1.15137457847595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A6"
"NPIPA2","Nuclear Pore Complex Interacting Protein Family Member A2","Protein Coding","E9PIF3","26","GC16P046231","1.15137457847595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPIPA2"
"NPIPB9","Nuclear Pore Complex Interacting Protein Family Member B9","Protein Coding","F8W1W9","24","GC16P046917","1.15137457847595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPIPB9"
"SPDYE16","Speedy/RINGO Cell Cycle Regulator Family Member E16","Protein Coding","A6NNV3","20","GC07M077926","1.15137457847595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE16"
"DAPK1-IT1","DAPK1 Intronic Transcript 1","RNA Gene","","16","GC09P087553","1.15137457847595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAPK1-IT1"
"ID2-AS1","ID2 Antisense RNA 1","RNA Gene","","16","GC02M008666","1.15137457847595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ID2-AS1"
"NANOS3","Nanos C2HC-Type Zinc Finger 3","Protein Coding","P60323","42","GC19P013862","1.15089297294617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NANOS3"
"UAP1L1","UDP-N-Acetylglucosamine Pyrophosphorylase 1 Like 1","Protein Coding","Q3KQV9","40","GC09P137077","1.15068411827087","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UAP1L1"
"RNU105B","RNA, U105B Small Nucleolar","RNA Gene","","19","GC20P008833","1.15068411827087","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU105B"
"MT1JP","Metallothionein 1J, Pseudogene","Pseudogene","","17","GC16P056635","1.15068411827087","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1JP"
"SYT2","Synaptotagmin 2","Protein Coding","Q8N9I0","51","GC01M202559","1.15031337738037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT2"
"MIR4789","MicroRNA 4789","RNA Gene","","14","GC03P175369","1.14917349815369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4789"
"ENDOU","Endonuclease, Poly(U) Specific","Protein Coding","P21128","41","GC12M047709","1.14887416362762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENDOU"
"ZNF707","Zinc Finger Protein 707","Protein Coding","Q96C28","41","GC08P143684","1.14887416362762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF707"
"MSANTD2","Myb/SANT DNA Binding Domain Containing 2","Protein Coding","Q6P1R3","38","GC11M124766","1.14853239059448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSANTD2"
"COQ5","Coenzyme Q5, Methyltransferase","Protein Coding","Q5HYK3","48","GC12M120503","1.14830565452576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ5"
"SMTNL1","Smoothelin Like 1","Protein Coding","A8MU46","38","GC11P057537","1.14830565452576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMTNL1"
"TMEM80","Transmembrane Protein 80","Protein Coding","Q96HE8","37","GC11P000695","1.14830565452576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM80"
"ZNF443","Zinc Finger Protein 443","Protein Coding","Q9Y2A4","37","GC19M015323","1.14830565452576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF443"
"LINC03034","Long Intergenic Non-Protein Coding RNA 3034","RNA Gene","","17","GC15M037276","1.14830565452576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC03034"
"SPDYE18","Speedy/RINGO Cell Cycle Regulator Family Member E18","Protein Coding","P0DV79","16","GC07M077050","1.14830565452576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPDYE18"
"SMC5-DT","SMC5 Divergent Transcript","RNA Gene","","15","GC09M070209","1.14830565452576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC5-DT"
"ENSG00000234134","Novel Transcript","RNA Gene","","11","GC10M125718","1.14830565452576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000234134"
"RPS3AP26","RPS3A Pseudogene 26","Pseudogene","","10","GC07M098385","1.14830565452576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS3AP26"
"LOC128031832","Uncharacterized LOC128031832","Protein Coding","","8","GC01M031920","1.14830565452576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC128031832"
"GLRB","Glycine Receptor Beta","Protein Coding","P48167","54","GC04P157076","1.14822006225586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRB"
"P2RX4","Purinergic Receptor P2X 4","Protein Coding","Q99571","51","GC12P128229","1.14699292182922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX4"
"UPB1","Beta-Ureidopropionase 1","Protein Coding","Q9UBR1","52","GC22P024494","1.14661300182343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPB1"
"CHST1","Carbohydrate Sulfotransferase 1","Protein Coding","O43916","46","GC11M045647","1.14598166942596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHST1"
"HRC","Histidine Rich Calcium Binding Protein","Protein Coding","P23327","43","GC19M049151","1.14598166942596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRC"
"DOC2B","Double C2 Domain Beta","Protein Coding","Q14184","42","GC17M000142","1.14598166942596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOC2B"
"TMEM179B","Transmembrane Protein 179B","Protein Coding","Q7Z7N9","37","GC11P062924","1.14598166942596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM179B"
"ENSG00000260121","Novel Transcript, Antisense To FAM38A","RNA Gene","","10","GC16P088718","1.14598166942596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000260121"
"SLC22A17","Solute Carrier Family 22 Member 17","Protein Coding","Q8WUG5","41","GC14M023346","1.14589929580688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A17"
"ZC3H10","Zinc Finger CCCH-Type Containing 10","Protein Coding","Q96K80","42","GC12P056118","1.14542484283447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H10"
"CCDC65","Coiled-Coil Domain Containing 65","Protein Coding","Q8IXS2","43","GC12P048904","1.14485263824463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC65"
"ARHGEF18","Rho/Rac Guanine Nucleotide Exchange Factor 18","Protein Coding","Q6ZSZ5","48","GC19P007359","1.14364838600159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF18"
"AGAP4","ArfGAP With GTPase Domain, Ankyrin Repeat And PH Domain 4","Protein Coding","Q96P64","37","GC10M045825","1.14364838600159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGAP4"
"PRR34-AS1","PRR34 Antisense RNA 1","RNA Gene","","17","GC22P052687","1.1436014175415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR34-AS1"
"ZBTB24","Zinc Finger And BTB Domain Containing 24","Protein Coding","O43167","45","GC06M109476","1.14212989807129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB24"
"ARFIP1","ADP Ribosylation Factor Interacting Protein 1","Protein Coding","P53367","42","GC04P152779","1.14212989807129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFIP1"
"ARNT2","Aryl Hydrocarbon Receptor Nuclear Translocator 2","Protein Coding","Q9HBZ2","50","GC15P080404","1.14144349098206","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARNT2"
"RP9","RP9 Pre-MRNA Splicing Factor","Protein Coding","Q8TA86","44","GC07M033094","1.14144349098206","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RP9"
"MIR1286","MicroRNA 1286","RNA Gene","","18","GC22M020249","1.14144349098206","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1286"
"MIR586","MicroRNA 586","RNA Gene","","17","GC06M045197","1.14144349098206","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR586"
"MIR3142","MicroRNA 3142","RNA Gene","","14","GC05P160474","1.14144349098206","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3142"
"LINC02677","Long Intergenic Non-Protein Coding RNA 2677","RNA Gene","","13","GC10M005601","1.14014792442322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02677"
"CFHR4","Complement Factor H Related 4","Protein Coding","Q92496","44","GC01P196888","1.13985204696655","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR4"
"DNAAF2","Dynein Axonemal Assembly Factor 2","Protein Coding","Q9NVR5","44","GC14M049625","1.13979268074036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAAF2"
"SLC43A3","Solute Carrier Family 43 Member 3","Protein Coding","Q8NBI5","43","GC11M108937","1.13979268074036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC43A3"
"METTL18","Methyltransferase Like 18","Protein Coding","O95568","39","GC01M169792","1.13979268074036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL18"
"ENSG00000232754","Novel Transcript, Antisense To EP300","RNA Gene","","11","GC22M041169","1.13979268074036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000232754"
"PVALB","Parvalbumin","Protein Coding","P20472","46","GC22M036800","1.1385862827301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVALB"
"WDR31","WD Repeat Domain 31","Protein Coding","Q8NA23","40","GC09M113313","1.13800203800201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR31"
"ZNF511","Zinc Finger Protein 511","Protein Coding","Q8NB15","37","GC10P133308","1.13800203800201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF511"
"DNAJC4","DnaJ Heat Shock Protein Family (Hsp40) Member C4","Protein Coding","Q9NNZ3","36","GC11P064230","1.13800203800201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC4"
"SNORD83B","Small Nucleolar RNA, C/D Box 83B","RNA Gene","","20","GC22M068196","1.13800203800201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD83B"
"PRTG","Protogenin","Protein Coding","Q2VWP7","45","GC15M055611","1.13785803318024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRTG"
"VANGL2","VANGL Planar Cell Polarity Protein 2","Protein Coding","Q9ULK5","49","GC01P160400","1.13730788230896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VANGL2"
"DERL2","Derlin 2","Protein Coding","Q9GZP9","43","GC17M005471","1.13605797290802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DERL2"
"XCL2","X-C Motif Chemokine Ligand 2","Protein Coding","Q9UBD3","39","GC01M168510","1.13537275791168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XCL2"
"BBS1","Bardet-Biedl Syndrome 1","Protein Coding","Q8NFJ9","46","GC11P072995","1.13484573364258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBS1"
"MRPL33","Mitochondrial Ribosomal Protein L33","Protein Coding","O75394","40","GC02P028162","1.13468241691589","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL33"
"SVBP","Small Vasohibin Binding Protein","Protein Coding","Q8N300","38","GC01M042808","1.13467442989349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SVBP"
"PGLS","6-Phosphogluconolactonase","Protein Coding","O95336","44","GC19P082830","1.13390123844147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGLS"
"ZSWIM4","Zinc Finger SWIM-Type Containing 4","Protein Coding","Q9H7M6","38","GC19P013795","1.13390123844147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZSWIM4"
"TMEM130","Transmembrane Protein 130","Protein Coding","Q8N3G9","38","GC07M098846","1.13388562202454","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM130"
"SLC22A31","Solute Carrier Family 22 Member 31","Protein Coding","A6NKX4","28","GC16M089195","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A31"
"LINC00917","Long Intergenic Non-Protein Coding RNA 917","RNA Gene","","19","GC16M086366","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00917"
"RPL23AP64","Ribosomal Protein L23a Pseudogene 64","Pseudogene","","15","GC11M119396","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL23AP64"
"SNORA70H","Small Nucleolar RNA, H/ACA Box 70H","RNA Gene","","15","GC01P202085","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA70H"
"RPL17P39","Ribosomal Protein L17 Pseudogene 39","Pseudogene","","14","GC15M071341","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL17P39"
"ENSG00000242553","Novel Transcript, Antisense To DSCR3","RNA Gene","","12","GC21P037221","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000242553"
"RNY4P10","RNY4 Pseudogene 10","Pseudogene","","11","GC06P033199","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNY4P10"
"ENSG00000229728","Novel Transcript","RNA Gene","","10","GC20P001361","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000229728"
"ENSG00000232909","Novel Transcript","RNA Gene","","10","GC06M081057","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000232909"
"ENSG00000250173","Novel Transcript","RNA Gene","","10","GC05P000979","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000250173"
"ENSG00000254428","Novel Transcript, Antisense To CCDC84","RNA Gene","","10","GC11M119003","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000254428"
"ENSG00000263508","Novel Transcript","RNA Gene","","10","GC17P013135","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000263508"
"ENSG00000268836","Novel Transcript","RNA Gene","","10","GC16M000185","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000268836"
"ENSG00000269482","Novel Transcript, Antisense To NPRL3","RNA Gene","","10","GC16P021335","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000269482"
"ENSG00000222529","Y RNA","RNA Gene","","9","GC11P118970","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000222529"
"ENSG00000245869","Novel Transcript, Antisense To CXCR5","RNA Gene","","9","GC11M118887","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000245869"
"ENSG00000266114","Novel Transcript","RNA Gene","","9","GC17P010792","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000266114"
"HNRNPA3P10","Heterogeneous Nuclear Ribonucleoprotein A3 Pseudogene 10","Pseudogene","","9","GC12M051712","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA3P10"
"NRBF2P5","Nuclear Receptor Binding Factor 2 Pseudogene 5","Pseudogene","","9","GC10P005775","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRBF2P5"
"RPL10P4","Ribosomal Protein L10 Pseudogene 4","Pseudogene","","9","GC01P201983","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL10P4"
"ENSG00000286463","Novel Transcript, Antisense To ZBTB16","RNA Gene","","8","GC11M114159","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000286463"
"ENSG00000288773","Novel Transcript","RNA Gene","","8","GC19P084237","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000288773"
"ENSG00000225507","Pseudogene Similar To Part Of TTK Protein Kinase TTK","Pseudogene","","7","GC07P047956","1.13314867019653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000225507"
