Chinese name	Latin name	Latin name.link	Category Chinese name	Category Latin name
前胡 (Qianhu)	Peucedani Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Peucedani%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
芡实 (Qianshi)	Euryales Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Euryales%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收涩药	Astringent Medicinal
茜草 (Qiancao)	Rubia Cordifolia	https://tcmsp-e.com/tcmspsearch.php?qr=Rubia%20Cordifolia&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化瘀止血药	Stasis-Resolving Hemostatic Medicinal
羌活 (Qianghuo)	Notopterygii Rhizoma Et Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Notopterygii%20Rhizoma%20Et%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛温解表药	Pungent-Warm Exterior-Releasing Medicinal
茄根 (Qiegeng)	Solanum Melongena L	https://tcmsp-e.com/tcmspsearch.php?qr=Solanum%20Melongena%20L&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿清热药	Wind-Dampnessdispelling And Heatclearing Medicinal
秦艽 (Qinjia)	Gentiana Macrophylla Pall	https://tcmsp-e.com/tcmspsearch.php?qr=Gentiana%20Macrophylla%20Pall&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿清热药	Wind-Dampnessdispelling And Heatclearing Medicinal
秦皮 (Qinpi)	Fraxini Cortex	https://tcmsp-e.com/tcmspsearch.php?qr=Fraxini%20Cortex&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热燥湿药	Heat-Clearing And Dampnessdrying Medicinal
青黛 (Qingdai)	Indigo Naturalis	https://tcmsp-e.com/tcmspsearch.php?qr=Indigo%20Naturalis&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
青风藤 (Qingfengteng)	Caulis Sinomenii	https://tcmsp-e.com/tcmspsearch.php?qr=Caulis%20Sinomenii&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
青果 (Qingguo)	Canarii Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Canarii%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
青蒿 (Qinghao)	Artemisia Annua L.	https://tcmsp-e.com/tcmspsearch.php?qr=Artemisia%20Annua%20L.&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清虚热药	Asthenic Heat Dispelling Drugs
青皮 (Qingpi)	Citri Reticulatae Pericarpium Viride	https://tcmsp-e.com/tcmspsearch.php?qr=Citri%20Reticulatae%20Pericarpium%20Viride&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
青葙子 (Qingxiangzi)	Celosiae Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Celosiae%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热泻火药	Fire Purging Drugs
青叶胆 (Qingyedan)	Swertiae Mileensis Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Swertiae%20Mileensis%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	利水渗湿药	Diuretic Dampness Excreting Drugs
苘麻子 (Qingmazi)	Abutili Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Abutili%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	利水渗湿药	Diuretic Dampness Excreting Drugs
瞿麦 (Qumai)	Dianthi Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Dianthi%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	利水渗湿药	Diuretic Dampness Excreting Drugs
拳参 (Quanshen)	Bistortae Rhizoma	https://tcmsp-e.com/tcmspsearch.php?qr=Bistortae%20Rhizoma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
人参 (Renshen)	Panax Ginseng C. A. Mey.	https://tcmsp-e.com/tcmspsearch.php?qr=Panax%20Ginseng%20C.%20A.%20Mey.&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补气药	Qi Reinforcing Drugs
人参叶 (Renshenye)	Ginseng Folium	https://tcmsp-e.com/tcmspsearch.php?qr=Ginseng%20Folium&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补气药	Qi Reinforcing Drugs
肉苁蓉 (Roucongrong)	Cistanches Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Cistanches%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补阳药	Yang Reinforcing Drugs
肉豆蔻 (Roudoukou)	Myristicae Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Myristicae%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收涩药	Astringent Medicinal
肉桂 (Rougui)	Cinnanmomi Cortex	https://tcmsp-e.com/tcmspsearch.php?qr=Cinnanmomi%20Cortex&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	温里药	Warming Interior Drugs
乳香 (Ruxiang)	Olibanun	https://tcmsp-e.com/tcmspsearch.php?qr=Olibanun&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	活血祛瘀药	Blood Activating Stasis Removing Drugs
蕤仁 (Ruiren)	Prinsepiae Nux	https://tcmsp-e.com/tcmspsearch.php?qr=Prinsepiae%20Nux&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛凉解表药	Pungent Cool Diaphoretics
三白草 (Sanbaicao)	Saururi Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Saururi%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	利水渗湿药	Diuretic Dampness Excreting Drugs
三分三 (Sanfensan)	Anisodus Acutangulus C. Y. Wu Et C .Chen Ex C. Che	https://tcmsp-e.com/tcmspsearch.php?qr=Anisodus%20Acutangulus%20C.%20Y.%20Wu%20Et%20C%20.Chen%20Ex%20C.%20Che&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
三棱 (Sanleng)	Sparganii Rhizoma	https://tcmsp-e.com/tcmspsearch.php?qr=Sparganii%20Rhizoma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	活血祛瘀药	Blood Activating Stasis Removing Drugs
三七 (Sanqi)	Panax Notoginseng (Burk.) F. H. Chen Ex C. Chow	https://tcmsp-e.com/tcmspsearch.php?qr=Panax%20Notoginseng%20(Burk.)%20F.%20H.%20Chen%20Ex%20C.%20Chow&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化瘀止血药	Stasis-Resolving Hemostatic Medicinal
三七花 (Sanqihua)	Notoginseng Flos	https://tcmsp-e.com/tcmspsearch.php?qr=Notoginseng%20Flos&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
桑白皮 (Sangbaipi)	Mori Cortex	https://tcmsp-e.com/tcmspsearch.php?qr=Mori%20Cortex&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	止咳平喘药	Antitussive Antiasthmetics
桑寄生 (Sangjisheng)	Herba Taxilli	https://tcmsp-e.com/tcmspsearch.php?qr=Herba%20Taxilli&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿筋骨药	Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal
桑椹 (Sangsheng)	Mori Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Mori%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补阴药	Yin-Tonifying Medicinal
桑叶 (Sangye)	Mori Follum	https://tcmsp-e.com/tcmspsearch.php?qr=Mori%20Follum&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛凉解表药	Pungent Cool Diaphoretics
桑枝 (Sangzhi)	Ramulus Mori	https://tcmsp-e.com/tcmspsearch.php?qr=Ramulus%20Mori&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿清热药	Wind-Dampnessdispelling And Heatclearing Medicinal
沙棘 (Shaji)	Hippophae Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Hippophae%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
沙苑子 (Shayuanzi)	Astragali Cpmplanatisemen	https://tcmsp-e.com/tcmspsearch.php?qr=Astragali%20Cpmplanatisemen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补阳药	Yang Reinforcing Drugs
砂仁 (Sharen)	Amomum Aurantiacum H. T. Tsai Et S. W. Zhao	https://tcmsp-e.com/tcmspsearch.php?qr=Amomum%20Aurantiacum%20H.%20T.%20Tsai%20Et%20S.%20W.%20Zhao&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化湿药	Dampness Removing Drugs
山慈菇 (Shancigu)	Pseudobulbus Cremastrae Seu Pleiones	https://tcmsp-e.com/tcmspsearch.php?qr=Pseudobulbus%20Cremastrae%20Seu%20Pleiones&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
山豆根 (Shandougen)	Sophorae Tonkinensis Radix Et Rhizome	https://tcmsp-e.com/tcmspsearch.php?qr=Sophorae%20Tonkinensis%20Radix%20Et%20Rhizome&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
山柰 (Shannai)	Kaempferiae Rhizoma	https://tcmsp-e.com/tcmspsearch.php?qr=Kaempferiae%20Rhizoma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	温里药	Warming Interior Drugs
山药 (Shanyao)	Rhizoma Dioscoreae	https://tcmsp-e.com/tcmspsearch.php?qr=Rhizoma%20Dioscoreae&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补气药	Qi Reinforcing Drugs
山楂叶 (Shanzhaye)	Crataegi Folium	https://tcmsp-e.com/tcmspsearch.php?qr=Crataegi%20Folium&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	活血祛瘀药	Blood Activating Stasis Removing Drugs
山茱萸 (Shanzhuyu)	Cornus Officinalis Sieb. Et Zucc.	https://tcmsp-e.com/tcmspsearch.php?qr=Cornus%20Officinalis%20Sieb.%20Et%20Zucc.&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收涩药	Astringent Medicinal
商陆 (Shanglu)	Phytolaccae Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Phytolaccae%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	通水药	Drastic Purgatives
蛇床子 (Shechuangzi)	Cnidii Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Cnidii%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	解毒杀虫燥湿止痒药	Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching
射干 (Shegan)	Belamcandae Rhizome	https://tcmsp-e.com/tcmspsearch.php?qr=Belamcandae%20Rhizome&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
伸筋草 (Shenjincao)	Rhizome Of Whiteback Greenbrier	https://tcmsp-e.com/tcmspsearch.php?qr=Rhizome%20Of%20Whiteback%20Greenbrier&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
升麻 (Shengma)	Cimicifugae Rhizoma	https://tcmsp-e.com/tcmspsearch.php?qr=Cimicifugae%20Rhizoma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛凉解表药	Pungent Cool Diaphoretics
生姜 (Shengjiang)	Zingiber Officinale Roscoe	https://tcmsp-e.com/tcmspsearch.php?qr=Zingiber%20Officinale%20Roscoe&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛温解表药	Pungent-Warm Exterior-Releasing Medicinal
十大功劳根 (Shidagonglaogen)	Mahoniae Eadix	https://tcmsp-e.com/tcmspsearch.php?qr=Mahoniae%20Eadix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
十大功劳叶 (Shidagonglaoye)	Mahoniae Folum	https://tcmsp-e.com/tcmspsearch.php?qr=Mahoniae%20Folum&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
石菖蒲 (Shichangpu)	Acoritataninowii Rhizoma	https://tcmsp-e.com/tcmspsearch.php?qr=Acoritataninowii%20Rhizoma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	开窍药	Resuscitative Stimulant; Resuscitative Medicinal
石见穿 (Shijianchuan)	Salviae Chinensis Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Salviae%20Chinensis%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	活血祛瘀药	Blood Activating Stasis Removing Drugs
石榴皮 (Shiliupi)	Granati Pericarpium	https://tcmsp-e.com/tcmspsearch.php?qr=Granati%20Pericarpium&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收涩药	Astringent Medicinal
石上柏 (Shishangbai)	Selaginella Doederleinii Hieron	https://tcmsp-e.com/tcmspsearch.php?qr=Selaginella%20Doederleinii%20Hieron&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
石韦 (Shiwei)	Pyrrosiae Folium	https://tcmsp-e.com/tcmspsearch.php?qr=Pyrrosiae%20Folium&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	利水渗湿药	Diuretic Dampness Excreting Drugs
使君子 (Shijunzi)	Quisqualis Indica	https://tcmsp-e.com/tcmspsearch.php?qr=Quisqualis%20Indica&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	驱虫药	Antiparasitic Drugs
柿蒂 (Shidi)	Kaki Calyx	https://tcmsp-e.com/tcmspsearch.php?qr=Kaki%20Calyx&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
熟地黄 (Shudihuang)	Rehmanniae Radix Praeparata	https://tcmsp-e.com/tcmspsearch.php?qr=Rehmanniae%20Radix%20Praeparata&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补血药	Blood-Tonifying Medicinal
鼠曲草 (Shuqucao)	Gnaphalii Affinis Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Gnaphalii%20Affinis%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
水飞蓟 (Shuifeiji)	Silybum Marianum	https://tcmsp-e.com/tcmspsearch.php?qr=Silybum%20Marianum&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
水红花子 (Shuihonghuazi)	Polygoni Orientalis Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Polygoni%20Orientalis%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	活血祛瘀药	Blood Activating Stasis Removing Drugs
四季青 (Sijiqing)	Ilicis Purpureae Folium	https://tcmsp-e.com/tcmspsearch.php?qr=Ilicis%20Purpureae%20Folium&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
松花粉 (Songhuafen)	Pine Pollen	https://tcmsp-e.com/tcmspsearch.php?qr=Pine%20Pollen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收敛止血药	Astringent Hemostatic Medicinal
松节 (Songjie)	Lignum Pini Nodi	https://tcmsp-e.com/tcmspsearch.php?qr=Lignum%20Pini%20Nodi&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
松子仁 (Songziren)	Semen Pini Koraiensis	https://tcmsp-e.com/tcmspsearch.php?qr=Semen%20Pini%20Koraiensis&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	润下药	Laxatives
苏合香 (Suhexiang)	Styrax	https://tcmsp-e.com/tcmspsearch.php?qr=Styrax&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	开窍药	Resuscitative Stimulant; Resuscitative Medicinal
酸枣仁 (Suanzaoren)	Ziziphi Spinosae Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Ziziphi%20Spinosae%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	安神药	Tranguilizing Medicinal
娑罗子 (Suoluozi)	Semen Aesculi	https://tcmsp-e.com/tcmspsearch.php?qr=Semen%20Aesculi&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
太子参 (Taizishen)	Pseudostellariae Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Pseudostellariae%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补气药	Qi Reinforcing Drugs
檀香 (Tanxiang)	Santalum Album L．	https://tcmsp-e.com/tcmspsearch.php?qr=Santalum%20Album%20L．&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
桃仁 (Taoren)	Persicae Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Persicae%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	活血祛瘀药	Blood Activating Stasis Removing Drugs
天冬 (Tiandong)	Asparagi Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Asparagi%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补阴药	Yin-Tonifying Medicinal
天花粉 (Tianhuafen)	Trichosanthis Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Trichosanthis%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热泻火药	Fire Purging Drugs
天葵子 (Tiankuizi)	Semiaquilegiae Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Semiaquilegiae%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
天南星 (Tiannanxing)	Arisaematis Rhizoma	https://tcmsp-e.com/tcmspsearch.php?qr=Arisaematis%20Rhizoma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
天山雪莲 (Tianshanxuelian)	Saussureae Involucratae Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Saussureae%20Involucratae%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补阳药	Yang Reinforcing Drugs
天仙藤 (Tianxianteng)	Caulis Aristolochiae	https://tcmsp-e.com/tcmspsearch.php?qr=Caulis%20Aristolochiae&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
天仙子 (Tianxianzi)	Hyoscyami Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Hyoscyami%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	止咳平喘药	Antitussive Antiasthmetics
天竺黄 (Tianzhuhuang)	Bamusaeconcretiosilicea	https://tcmsp-e.com/tcmspsearch.php?qr=Bamusaeconcretiosilicea&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
甜瓜子 (Tianguazi)	Melo Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Melo%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
铁丝威灵仙 (Tiesiweilingxian)	Smilax Scodinicaulis C.H. Wrisht?	https://tcmsp-e.com/tcmspsearch.php?qr=Smilax%20Scodinicaulis%20C.H.%20Wrisht?&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿清热药	Wind-Dampnessdispelling And Heatclearing Medicinal
铁线透骨草 (Tiexiantougucao)	Herba Clematidis Aethusaefoliae	https://tcmsp-e.com/tcmspsearch.php?qr=Herba%20Clematidis%20Aethusaefoliae&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
葶苈子 (Tinglizi)	Lepidii Semen Descurainiae Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Lepidii%20Semen%20Descurainiae%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	止咳平喘药	Antitussive Antiasthmetics
通草 (Tongcao)	Tetrapanacis Medulla	https://tcmsp-e.com/tcmspsearch.php?qr=Tetrapanacis%20Medulla&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	利水渗湿药	Diuretic Dampness Excreting Drugs
土贝母 (Tubeimu)	Bolbostemae Paniculati Bulbus	https://tcmsp-e.com/tcmspsearch.php?qr=Bolbostemae%20Paniculati%20Bulbus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
土茯苓 (Tufuling)	Smilacis Glabrae Rhixoma	https://tcmsp-e.com/tcmspsearch.php?qr=Smilacis%20Glabrae%20Rhixoma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
土荆皮 (Tujingpi)	Pseudolaricis Cortex	https://tcmsp-e.com/tcmspsearch.php?qr=Pseudolaricis%20Cortex&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	解毒杀虫燥湿止痒药	Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching
菟丝子 (Tusizi)	Cuscutae Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Cuscutae%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补阳药	Yang Reinforcing Drugs
瓦楞子 (Waleng)	Arcae Concha	https://tcmsp-e.com/tcmspsearch.php?qr=Arcae%20Concha&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
瓦松 (Wasong)	Cotyledon Fimbriata Turcz.	https://tcmsp-e.com/tcmspsearch.php?qr=Cotyledon%20Fimbriata%20Turcz.&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热凉血药	Heat Clearing Blood Cooling Drugs
王不留行 (Wangbuliuxing)	Vaccariae Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Vaccariae%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	活血祛瘀药	Blood Activating Stasis Removing Drugs
威灵仙 (Weilingxian)	Radix Clematidis	https://tcmsp-e.com/tcmspsearch.php?qr=Radix%20Clematidis&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿散寒药	Wind-Dampnessdispelling And Colddispersing Medicinal
委陵菜 (Weilingcai)	Potentillae Chinensis Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Potentillae%20Chinensis%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
乌敛莓 (Wulianmei)	Cayratiae Japonicae Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Cayratiae%20Japonicae%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	清热解毒药	Antipyretic Detoxicate Drugs
乌梅 (Wumei)	Mume Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Mume%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收涩药	Astringent Medicinal
乌药 (Wuyao)	Linderae Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Linderae%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	理气药	Qi Regulating Drugs
无患子 (Wuhuanzi)	Sapindi Mukorossi Semen	https://tcmsp-e.com/tcmspsearch.php?qr=Sapindi%20Mukorossi%20Semen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
无患子皮 (Wuhuanzipi)	Sapindi Mukorossiperic Arpium	https://tcmsp-e.com/tcmspsearch.php?qr=Sapindi%20Mukorossiperic%20Arpium&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	化痰药	Phlegresolving Medicine
吴茱萸 (Wuzhuyu)	Evodiae Fructus	https://tcmsp-e.com/tcmspsearch.php?qr=Evodiae%20Fructus&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	温里药	Warming Interior Drugs
梧桐子 (Wutongzi)	Semen Firmianae	https://tcmsp-e.com/tcmspsearch.php?qr=Semen%20Firmianae&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	消食药	Digestants
五倍子 (Wubeizi)	Galla Chinensis	https://tcmsp-e.com/tcmspsearch.php?qr=Galla%20Chinensis&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	收涩药	Astringent Medicinal
西河柳 (Xiheliu)	Tamaricis Cacumen	https://tcmsp-e.com/tcmspsearch.php?qr=Tamaricis%20Cacumen&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	辛温解表药	Pungent-Warm Exterior-Releasing Medicinal
西红花 (Xihonghua)	Croci Stigma	https://tcmsp-e.com/tcmspsearch.php?qr=Croci%20Stigma&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	活血祛瘀药	Blood Activating Stasis Removing Drugs
西洋参 (Xiyangshen)	Panacis Quinquefolii Radix	https://tcmsp-e.com/tcmspsearch.php?qr=Panacis%20Quinquefolii%20Radix&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	补气药	Qi Reinforcing Drugs
豨莶草 (Xixiancao)	Siegesbeckiae Herba	https://tcmsp-e.com/tcmspsearch.php?qr=Siegesbeckiae%20Herba&qsr=herb_en_name&token=ff2a4dfa4373a4dfe5a7a93e26adaf15	祛风湿清热药	Wind-Dampnessdispelling And Heatclearing Medicinal
